(8:1.8374,((1:0.7877,6:0.8595):0.6610,(2:0.5855,(4:1.3859,7:1.1496):0.9233):1.0656):1.0167,(3:0.8454,5:0.8711):1.0112);
(8:0.6504,((6:0.6900,(1:0.9238,7:0.6399):0.5687):0.7826,(2:0.8547,3:0.8577):2.3360):0.5635,(4:0.5851,5:0.7849):2.7627);
(4:1.2624,(2:1.0142,(1:0.8926,(3:1.6981,5:0.7135):0.6563):0.7554):1.7565,(6:0.8551,(7:0.7638,8:0.9940):0.6313):1.0068);
(3:1.0802,((1:0.5785,(2:0.8716,7:0.7440):1.2928):0.6002,(4:0.6600,6:1.6565):0.6005):1.4875,(5:1.5395,8:1.2002):0.6885);
(6:0.7285,((1:0.8328,2:0.8292):0.7910,(3:0.8385,7:1.1878):1.1563):1.7847,(5:1.0131,(4:0.8830,8:0.5450):1.2113):1.1987);
((1:1.7144,(2:0.5628,4:0.8146):2.2574):0.9730,(6:0.6010,(3:1.6075,7:0.8093):0.6602):0.8375,(5:0.7801,8:0.6479):0.7342);
(2:1.6132,(7:1.0959,(3:0.6281,5:0.8744):0.6720):1.6196,(8:0.6784,(6:1.2003,(1:1.2960,4:0.7669):0.7620):0.9114):0.8819);
(8:0.6594,(1:1.4623,(7:0.9208,(2:1.9853,6:0.5911):0.5900):0.7038):0.5943,(4:0.6026,(3:1.4117,5:1.0886):0.9690):1.4211);
((3:1.1582,(1:0.9256,(6:0.9625,7:0.9694):1.0094):0.9098):0.6958,(2:1.6934,5:1.2946):0.7916,(4:0.6379,8:0.6459):1.3059);
((3:1.4796,4:0.9038):0.6042,(2:1.5104,7:1.1643):0.9130,(1:1.1065,(6:0.6988,(5:1.0624,8:0.5913):1.2625):1.1038):0.5994);
(7:0.9793,(3:0.8510,(1:0.6342,(2:0.6325,6:0.7460):1.8081):1.5208):1.0590,(4:1.0952,(5:0.8225,8:0.6708):1.3684):0.8121);
(8:0.9428,((1:0.8415,2:0.7032):0.5811,(5:0.8707,(6:1.2264,7:0.9864):1.3729):1.1858):1.1299,(3:0.6715,4:1.4058):1.0821);
(4:1.0523,(6:1.1634,(8:1.0959,(1:0.6147,2:0.8309):0.5997):0.7221):0.7692,(5:1.4752,(3:1.4843,7:1.4429):0.8136):0.9358);
((7:0.6828,(1:1.2049,4:0.6834):1.1753):0.7060,(6:1.1984,(2:0.8669,3:0.6824):1.1357):1.0320,(5:0.7990,8:1.5797):1.2535);
((2:0.6659,(3:0.6028,4:0.6023):0.6607):1.9970,(5:1.3382,7:1.2103):0.9399,(1:1.4342,(6:0.6262,8:0.8762):1.4138):0.6323);
((3:0.6756,5:0.5315):0.7051,(2:1.2817,4:1.8621):0.7704,(8:1.2556,(1:1.0678,(6:0.7457,7:0.6821):2.1211):0.6807):0.6206);
(8:0.6514,(3:0.8224,(4:0.6993,(1:1.4870,6:2.0845):1.7916):0.8466):0.5872,(5:1.0107,(2:0.5920,7:0.6168):0.7124):1.0981);
(8:1.0623,((1:0.7703,(3:0.9391,7:1.6645):1.4550):1.0431,(4:0.8342,5:0.8712):1.0680):1.1585,(2:0.6408,6:0.8762):0.6166);
(6:1.2677,(7:1.0502,(4:0.7568,(1:1.7411,8:0.8287):0.7314):1.1121):1.1853,(2:0.7515,(3:1.0352,5:0.7690):1.0729):0.6980);
(7:0.7790,(3:0.6931,(6:0.8755,(1:1.3593,5:0.6818):1.2168):1.0891):0.8522,(2:2.0253,(4:0.5712,8:0.5609):1.6558):0.6400);
(4:0.5325,(5:0.9847,(1:1.2392,(2:0.6867,7:1.5360):0.6648):0.9253):2.3941,(8:0.9943,(3:0.6180,6:0.6372):0.6051):1.1820);
(3:0.6122,(4:0.9013,(5:0.7440,7:0.8873):1.1300):0.7492,((1:0.5689,6:0.9609):0.6184,(2:1.2284,8:0.7756):0.6460):3.1779);
((2:1.4059,(1:0.6263,(3:0.7433,4:0.6767):0.7212):0.5725):1.9165,(5:0.8944,6:1.4269):1.1421,(7:0.6088,8:0.9236):1.3417);
(8:1.8881,(3:0.8408,(4:1.2784,(1:0.8367,6:0.6115):0.8546):0.7911):0.6696,(2:1.9102,(5:1.0867,7:0.6970):0.6389):0.8963);
(7:0.8550,(2:0.9644,(3:0.6690,5:0.6119):0.6504):1.1947,(1:1.8373,(6:0.7587,(4:0.8754,8:0.6353):2.2753):0.8468):0.8257);
(7:0.6860,(6:0.9437,(2:0.6178,5:1.3597):1.0321):0.8337,(8:0.6519,(4:0.7848,(1:1.4257,3:2.2961):0.6313):0.7938):0.9435);
((3:1.3727,(7:0.7062,(1:0.6952,6:1.0882):0.8580):0.6813):0.5337,(2:2.6034,5:0.7753):0.9314,(4:1.0512,8:0.9129):0.7903);
(8:1.5521,(4:0.6934,(6:0.6785,(1:0.6524,3:0.7530):1.0118):1.3349):1.5306,(7:0.7813,(2:1.0089,5:0.9448):0.7523):1.3059);
(6:0.7712,(1:1.0664,(7:0.8769,(2:1.6271,4:0.9290):0.6143):0.7111):1.2447,(3:0.8098,(5:1.7146,8:0.7469):1.0310):0.8569);
(2:0.6449,((5:0.8641,(1:1.2166,8:1.6997):0.6885):0.7728,(3:1.1589,7:0.6542):0.9969):0.6641,(4:0.7085,6:0.6289):2.3019);
(5:1.0059,((6:0.9537,(1:0.9180,7:1.4251):1.7646):0.9288,(2:0.9526,3:0.8908):0.7876):0.6972,(4:0.7549,8:1.0337):0.8870);
(8:0.9079,(2:1.9381,(7:0.6404,(1:1.1355,6:0.6214):0.7906):0.9301):0.7370,(4:1.5128,(3:0.7557,5:0.6679):0.7494):1.6132);
(3:0.7568,(7:0.7213,(5:0.8424,(1:1.2862,6:0.8152):1.0818):0.9625):0.7117,(2:1.0836,(4:1.1781,8:0.8576):1.4801):1.2227);
(2:0.5952,(5:0.4337,(8:2.3255,(1:0.4446,3:0.7110):0.5103):1.0750):0.6113,(6:3.2211,(4:0.4998,7:1.2403):0.5238):0.8084);
(8:1.1931,((2:0.8436,(1:0.7621,6:0.6867):1.2720):0.8491,(3:1.3524,4:0.6396):1.9047):1.1383,(5:0.5579,7:0.7848):1.0159);
(4:0.5006,((6:1.7687,(1:1.6564,7:0.5944):0.8287):1.1031,(2:0.4949,5:1.5754):1.1268):1.0655,(3:0.5090,8:0.8619):0.9145);
((1:0.6259,(4:0.7770,7:0.8173):0.7667):0.5905,(3:0.7593,(5:1.2500,6:0.7119):0.5253):1.3314,(2:1.9486,8:0.7686):2.1273);
(2:0.5061,(5:0.5726,(3:1.3084,4:0.5763):0.8428):0.9661,(1:1.1795,(8:0.9184,(6:1.0623,7:0.9881):0.7791):1.0791):2.2211);
(7:0.7952,(3:0.6121,(6:0.6131,(1:1.1791,4:0.8885):0.9933):0.8158):0.9346,(8:0.8586,(2:0.6148,5:1.0804):1.2966):2.3180);
((2:0.6572,3:0.8533):0.8709,(4:0.6737,5:0.7039):1.4886,(1:0.8218,(8:0.5508,(6:1.0752,7:2.0947):1.1085):0.9721):1.1291);
(7:1.8700,(3:0.8762,(4:0.8896,6:0.6250):1.0056):1.2155,(8:0.9601,(1:0.8132,(2:1.2201,5:0.6286):0.7521):1.2771):0.8670);
(7:1.3271,((1:0.4589,3:0.9041):1.4033,(4:0.6450,(2:0.7707,6:0.8470):0.5634):1.8632):0.9688,(5:1.6537,8:0.5733):1.0216);
(6:0.8067,(4:1.5037,(2:0.8300,(1:0.9456,5:1.1015):0.6321):0.7060):0.8704,(8:1.6450,(3:1.2805,7:0.9489):0.9759):0.7538);
(7:0.8451,(5:1.2434,(6:0.5681,(1:0.7774,3:1.9165):0.7746):0.8616):1.0471,(2:1.2427,(4:1.8289,8:0.5006):0.7009):0.6931);
(8:1.1147,((5:0.7597,(1:0.7671,3:0.8836):0.6783):1.9518,(2:0.7216,6:0.7614):0.8392):0.6023,(4:1.4113,7:1.2691):1.2399);
(6:1.0630,((3:0.7687,7:0.9101):1.5567,(8:0.6429,(1:0.9352,2:1.3874):0.6948):1.1562):0.9164,(4:0.7918,5:1.2932):0.8836);
(6:0.7508,(7:1.8310,(3:0.6967,(1:1.1328,8:0.6622):1.3353):0.7383):0.5655,(4:0.6574,(2:1.0925,5:1.6513):0.7884):1.0979);
(6:0.8566,((1:1.1635,(2:0.7412,5:0.5531):1.1184):1.0935,(4:0.6089,7:0.6184):2.4503):0.9421,(3:1.6811,8:0.6299):0.5431);
(7:1.9002,((1:0.6316,5:1.1878):1.5433,(4:1.4656,(3:0.7996,6:0.7063):0.5273):1.2972):0.5715,(2:0.7518,8:0.6826):0.9352);
(5:0.6498,(4:0.8895,(8:0.7478,(1:0.5736,3:1.5873):0.7643):0.7303):1.3060,(2:0.9756,(6:1.3713,7:1.6444):0.8639):0.8963);
((1:0.8250,(3:1.2922,6:2.0011):0.6786):0.6862,(7:0.6351,(2:0.9057,5:0.9296):1.3449):0.6533,(4:1.3519,8:0.6897):1.0067);
(2:1.2524,(3:0.6387,(4:1.9090,5:0.7803):0.7831):0.8950,(8:1.1887,(1:0.8308,(6:0.9014,7:0.7448):1.1811):0.7375):1.1573);
(2:0.6493,(3:1.2439,(5:0.7147,7:0.7597):0.7069):1.7369,(8:0.6500,(6:1.3946,(1:0.8462,4:1.2979):0.5972):0.8139):1.5888);
(2:0.8031,(6:1.3646,(4:2.2021,7:0.6997):0.7517):0.6365,((1:1.0042,3:0.8736):1.5424,(5:0.6674,8:0.7812):0.7429):0.9304);
(4:0.8391,(3:0.6265,(2:1.5738,5:0.9029):0.9312):1.5332,((1:0.8383,7:1.0664):1.3207,(6:0.6281,8:1.0025):1.0669):0.6703);
(7:0.6549,(5:0.8282,(2:0.7693,4:0.7626):1.0106):0.9889,(8:1.0210,(3:0.9189,(1:0.6739,6:2.6037):1.2080):0.8257):0.7343);
(6:0.5299,(2:1.0414,(7:0.8483,(1:0.5844,3:0.7711):0.5059):1.7499):2.9223,(5:1.2229,(4:0.6950,8:1.0207):0.4686):0.6396);
(7:0.8671,(5:0.9490,(3:1.4375,4:1.2306):0.6298):1.2572,(1:0.6535,(6:1.1219,(2:0.8472,8:1.0196):1.2560):0.9819):0.7487);
((6:1.0190,7:0.5583):0.6563,(2:0.6063,4:0.7493):1.0363,((1:2.4891,5:0.6751):0.8948,(3:1.9048,8:0.6638):0.9399):0.8070);
((1:0.9723,(2:1.6919,(4:0.6276,5:1.3681):0.7110):1.3236):0.8406,(6:0.5708,7:0.6105):0.5984,(3:1.6389,8:0.9734):1.0727);
(8:0.9465,((1:1.3894,2:0.7451):0.6663,(3:0.6108,6:0.8242):1.7400):0.6449,(5:0.9504,(4:1.2092,7:1.0080):1.7264):0.5388);
((2:0.8318,3:0.5592):1.5107,(4:0.8036,5:0.9027):1.2767,(1:0.6713,(7:2.0835,(6:0.6820,8:0.7211):1.2296):0.8735):0.8543);
(2:1.7295,(3:0.6613,(6:0.8002,(1:1.4286,5:0.6494):0.8131):1.3758):0.6830,(4:0.9006,(7:1.1071,8:0.6889):1.3915):0.7710);
(5:1.3142,(4:0.8935,(7:0.8898,(1:0.8047,8:1.1546):1.5046):0.9843):0.8762,(2:0.9268,(3:0.7623,6:0.8675):0.6827):1.3389);
(3:0.9426,(6:1.0756,(1:0.7848,(5:2.2635,8:1.5530):0.6593):1.4047):0.4921,(7:0.6755,(2:0.6188,4:1.6525):0.4502):0.4274);
((4:0.5623,(8:1.3515,(1:0.4925,7:0.6057):1.2102):0.6745):1.2880,(3:1.0209,6:0.6586):1.5348,(2:0.7130,5:2.1561):0.7317);
(5:0.5715,((1:0.6113,2:0.5291):2.1431,(3:1.0599,(6:1.0316,7:1.6463):0.7316):0.8941):1.1666,(4:0.7400,8:0.9881):0.8868);
(3:1.5332,((2:1.1748,4:0.8561):0.8682,(1:0.9875,(5:1.7607,8:0.6819):0.9116):0.6998):1.4143,(6:0.7353,7:0.6880):0.6885);
(8:2.0929,((1:0.6919,2:0.7367):0.8974,(3:0.5978,(5:0.6367,6:1.1544):1.0634):0.8982):0.7685,(4:0.9392,7:1.3317):1.1912);
(8:0.8847,(2:0.6070,(1:1.3533,(5:0.7120,7:1.2087):1.1513):0.6086):0.9249,(3:0.8123,(4:1.0490,6:1.2479):1.3532):1.0871);
(3:0.7080,(1:1.0063,(2:0.6316,(6:0.8532,7:1.1241):0.9604):0.8835):1.1903,(5:0.7307,(4:0.8012,8:0.7321):1.9060):1.4725);
(3:0.8286,(2:0.8311,(4:1.0350,5:0.7428):1.1671):1.6077,(7:0.7819,(1:0.8349,(6:0.9537,8:1.7942):0.9079):0.9514):0.5636);
(3:1.7916,(4:0.7135,(6:1.0089,(1:0.7013,2:0.6197):1.2378):0.6180):0.7844,(5:1.8976,(7:0.7207,8:1.3101):0.6385):0.9579);
(5:0.7023,(6:0.6456,(4:0.7012,(1:0.6890,8:0.6477):0.6877):0.6592):1.6575,(2:1.2018,(3:1.5705,7:2.5702):0.6755):0.5918);
(8:1.0544,((1:1.2436,7:0.7747):0.8558,(2:0.8498,6:0.7717):0.9313):0.9615,(3:0.7813,(4:1.0084,5:1.3813):1.0226):1.3636);
(4:2.1156,(7:0.6025,(3:0.4850,6:0.7210):0.7938):1.0124,(8:0.4982,(5:1.7755,(1:0.9258,2:2.0397):0.6821):0.4601):0.8882);
(2:1.5234,((4:0.9080,(1:0.7674,7:0.9887):1.3571):1.9086,(5:1.1304,6:0.9108):0.6692):0.8055,(3:0.7067,8:0.7215):0.6028);
(3:0.8817,(6:0.6450,(4:0.8488,7:0.7472):0.7860):1.1708,((1:1.1507,5:0.9192):0.9359,(2:1.9528,8:0.6541):1.2180):1.0898);
((2:0.8792,5:1.1408):0.6575,(4:1.0639,7:0.8064):0.6327,((1:1.3776,3:1.1234):0.8923,(6:0.9054,8:1.1772):1.6848):0.6589);
(8:0.6143,(1:0.7805,(2:0.7149,(4:1.8809,7:1.1141):0.5447):0.8734):0.5347,(6:1.1401,(3:2.3855,5:0.9409):0.7403):0.7358);
(3:0.6323,(1:0.7360,(7:1.0318,(2:0.8998,4:1.2130):1.1899):0.6401):1.2029,(5:1.0478,(6:1.3723,8:1.4929):0.6234):0.9178);
((6:0.5425,(1:0.8237,(3:0.8367,7:1.3007):0.9553):0.7249):2.3835,(2:1.2427,5:1.4245):0.8730,(4:0.5859,8:0.5476):0.7590);
(5:2.0452,(3:1.2060,(2:0.6788,(1:0.8726,8:0.5277):1.4012):0.6301):0.6344,(7:0.6536,(4:1.8754,6:1.1214):0.6722):0.6813);
(2:0.7286,(1:0.6605,(4:0.9159,(3:0.5800,6:0.5498):1.9016):0.9126):0.9739,(8:0.8991,(5:1.1694,7:1.0974):1.3587):1.2525);
((2:1.5650,(7:0.7919,(1:1.6506,8:0.8385):0.6657):1.1457):0.6446,(3:0.6330,4:1.0682):1.5434,(5:0.8946,6:0.6382):0.9206);
((6:0.5305,(3:0.5279,(1:1.1604,2:0.5332):1.1652):1.1349):1.4526,(4:0.4917,7:1.0141):0.8455,(5:0.6585,8:0.9729):2.5125);
(8:1.1927,(3:0.9006,(1:1.6235,(4:0.6678,6:0.6689):0.5449):0.5433):0.6305,(5:1.5814,(2:1.2027,7:2.0547):0.7239):0.6650);
((4:0.7895,(7:1.0790,(1:1.2526,6:0.6323):1.0304):1.1485):1.3405,(2:0.6159,5:0.7737):0.6169,(3:1.5301,8:1.4136):0.7770);
(7:1.1962,(5:0.4787,(1:3.1072,(6:0.5603,8:1.3817):1.0778):0.8448):0.7590,(2:0.6207,(3:0.4905,4:0.8633):0.9820):0.6378);
((3:0.9393,(2:0.5974,(1:0.6882,8:0.5891):0.7762):0.8042):0.9788,(5:1.0176,7:0.7235):1.2674,(4:1.4716,6:1.4852):1.6615);
(6:0.9093,(1:1.1902,(2:1.0773,(4:0.6891,7:0.5591):0.9418):1.1984):1.2709,(5:0.5747,(3:2.1752,8:1.1374):0.5204):0.7563);
(4:1.7583,((1:0.6882,5:1.7687):0.6426,(3:0.6303,(2:0.6630,6:0.9808):0.6915):1.2486):0.7096,(7:0.7962,8:0.7049):1.7171);
(6:1.0135,(4:1.0706,(7:1.0926,(1:1.3005,3:1.6107):0.4567):2.2718):0.5387,(2:0.5775,(5:0.7340,8:0.6997):1.1023):0.5314);
(8:0.9327,((1:0.7362,4:0.9744):0.9797,(2:1.0894,7:0.9200):0.7744):2.1291,(5:1.1623,(3:0.7414,6:0.6431):1.2069):0.7103);
(8:0.5437,((3:1.1796,(1:0.7687,2:0.9638):1.3734):0.6940,(5:1.2426,6:0.6074):0.9131):0.9716,(4:1.5067,7:0.8558):1.3795);
((3:1.3766,(5:1.4925,(1:0.6953,2:1.1284):0.8378):1.8508):0.8041,(4:0.9289,6:0.6715):1.0580,(7:0.6626,8:0.7799):0.7135);
(5:1.0404,(4:0.5642,(1:0.7407,(3:0.5354,7:1.6288):0.6460):1.0673):2.1052,(2:0.6061,(6:1.0519,8:0.9206):1.4402):0.6533);
(3:1.8495,(6:0.7384,(7:0.9566,(1:0.6676,5:0.6100):0.5665):1.1572):1.0503,(2:0.5890,(4:2.3284,8:1.2581):0.6251):0.6032);
(((1:1.0929,5:0.8748):1.1044,(3:1.0272,7:1.0993):1.3725):0.7567,(4:0.9180,6:0.8474):1.0172,(2:0.9499,8:0.9080):1.0317);
(6:0.7969,((1:1.1900,(3:0.5141,5:1.1928):0.9273):1.3965,(2:0.8638,7:0.9102):2.4513):0.6680,(4:0.6771,8:0.9383):0.4738);
((5:0.9319,(3:0.6479,(1:2.6425,6:0.5973):0.6707):0.4789):0.5768,(2:1.2362,7:0.6633):0.5763,(4:0.9190,8:1.6799):1.3792);
(2:0.6608,(6:1.0265,(4:0.9441,(1:0.7035,3:1.0802):1.6210):0.7327):1.0043,(8:0.6701,(5:1.6135,7:1.4121):0.7770):0.7542);
(8:1.6404,(7:0.7673,(2:0.5563,(1:0.9244,3:0.5563):0.7525):0.6852):0.6046,(6:1.2798,(4:0.8373,5:0.7535):1.6018):2.0406);
(6:0.6616,(4:0.7160,(1:0.6303,(7:2.0673,8:0.6865):0.7859):1.1382):0.8278,(5:1.1034,(2:1.3870,3:0.8375):1.3533):0.8051);
((1:0.8665,(2:0.6391,5:0.7908):1.2874):1.2513,(4:0.7044,(3:0.6376,6:0.9282):2.0318):0.9486,(7:1.1178,8:0.9022):0.8942);
(7:0.7872,(6:0.6992,(2:0.5724,3:0.7177):1.6194):0.5768,(1:1.0685,(4:1.3335,(5:0.8413,8:0.8989):0.7524):1.4898):1.6431);
(7:0.6962,(1:0.6632,(2:1.1437,(3:0.5661,6:0.6923):1.3287):0.5939):0.4976,(8:1.4827,(4:1.3633,5:0.9549):2.3019):0.7157);
(6:0.7260,(1:0.8561,(2:1.2162,(3:0.6582,7:2.0774):0.9748):0.8923):0.6464,(5:0.9195,(4:1.4007,8:0.7668):0.7577):1.1078);
((4:0.8364,(1:1.6626,(3:0.8936,7:1.1485):1.5847):1.1735):1.0749,(2:0.8123,6:0.8636):0.7520,(5:0.6980,8:0.6923):0.8076);
(2:1.1691,((5:0.8867,(1:1.1992,6:0.6852):0.7358):1.4797,(3:0.8728,4:1.1305):1.0735):0.6531,(7:1.1585,8:0.8240):1.1320);
(6:0.6208,(3:0.6524,(1:1.0727,(2:1.6078,7:1.9795):0.8057):0.6873):0.6650,(4:1.5026,(5:0.6520,8:0.5933):1.4447):0.7161);
((3:0.5759,(4:0.8146,5:0.9761):1.2600):0.7680,(6:0.7489,7:0.6026):1.2967,(1:2.2021,(2:0.5916,8:1.7016):0.5475):0.9143);
(8:1.1334,(3:1.0256,(1:0.8834,(4:1.3143,5:1.0348):1.2635):0.7101):1.1653,(7:0.8322,(2:1.3564,6:0.7838):0.8611):0.6361);
(2:0.8493,((5:0.7068,6:0.6583):0.7883,(8:0.8097,(1:0.7911,7:0.9421):0.6521):1.1361):2.7403,(3:1.2736,4:0.8574):0.7950);
(4:1.5817,(2:0.9445,(6:0.8549,7:1.1477):0.6146):1.4766,((1:0.9362,5:1.0251):0.7747,(3:0.7126,8:1.1862):0.9322):0.8130);
(3:1.0075,(1:0.9284,(4:1.0538,(5:1.6120,6:0.9007):0.6987):0.7711):0.8370,(2:0.5776,(7:0.6602,8:0.7473):1.8023):1.4032);
((1:0.8479,(6:0.8000,(3:0.6420,4:0.8800):1.0116):1.3293):1.0094,(2:0.8655,7:1.2502):1.3915,(5:0.6348,8:0.8407):1.4972);
(6:0.8729,(7:1.7664,(1:0.6136,(3:1.3284,8:0.5875):1.0760):1.0589):0.8274,(5:0.7984,(2:1.3464,4:0.7726):0.9804):0.9711);
((6:1.1145,(1:1.1303,3:1.5829):0.8660):0.8550,(4:0.6217,(5:1.1023,7:0.9882):0.9570):0.6309,(2:0.6927,8:1.7743):0.6840);
(2:0.6740,(4:0.6611,(6:1.2689,(1:0.5918,5:1.4954):0.5713):1.1385):0.5453,(3:1.4770,(7:0.7650,8:0.6901):1.6430):1.4786);
(7:0.8733,(4:0.6686,(2:0.9064,3:0.7809):1.2797):1.9800,((1:1.1659,6:0.7191):0.7656,(5:1.0604,8:1.0549):0.6391):1.1059);
(5:0.5938,(2:0.9709,(3:1.1799,4:1.4566):0.5902):0.9450,(1:0.8172,(7:0.6925,(6:0.6484,8:2.0981):0.6428):0.6572):1.7075);
(3:1.9811,((1:0.9564,(2:1.2623,5:0.7593):0.8147):1.1292,(6:1.8741,7:0.6761):0.7406):0.5310,(4:0.5719,8:0.9623):0.7410);
(6:0.9547,(5:0.9683,(1:0.7344,(4:1.1195,8:0.7972):0.7688):0.7121):1.2434,(7:1.3561,(2:0.7905,3:1.2613):1.1819):1.1116);
(2:0.9948,(5:3.0340,(1:0.7350,(3:1.1414,7:0.5706):0.6457):0.9795):0.5817,(6:1.0995,(4:0.8967,8:0.5505):1.1315):0.6391);
(3:1.0473,(4:1.2603,(2:0.5795,5:0.7476):0.5187):1.0842,(1:1.3997,(7:2.5926,(6:0.5942,8:1.3949):0.6122):0.5195):0.6493);
(5:0.5311,(3:0.6563,(1:1.3658,(6:0.8354,8:1.7128):0.7377):2.2278):0.6330,(7:0.5375,(2:1.5653,4:0.8388):0.7270):0.6317);
((2:0.5968,(1:0.7457,4:1.6168):1.2893):0.7025,(7:2.1978,(5:1.1259,6:0.9390):0.7736):0.7211,(3:0.4952,8:0.6301):1.1662);
(2:0.4624,(1:1.4673,(6:1.1397,(3:0.8520,4:0.9787):0.7254):1.4063):0.7874,(8:0.5914,(5:2.1064,7:1.3297):0.5804):0.5727);
(6:1.6831,(5:1.5810,(2:0.6804,4:0.9945):0.8017):1.0093,(1:0.6908,(7:0.6535,(3:0.9213,8:0.7510):0.7278):1.0421):1.4636);
(3:1.1129,(2:0.9053,(1:0.6717,(7:1.6609,8:0.7536):0.5801):1.0436):0.5976,(6:0.8284,(4:0.7737,5:2.1263):0.8841):1.0618);
(3:1.1719,((1:0.8302,5:1.1534):1.1566,(6:0.6908,7:0.8660):0.6558):1.8794,(8:0.8461,(2:0.7044,4:0.8582):1.0359):1.1511);
((7:1.1983,(1:1.4984,2:1.7254):0.6265):1.2848,(5:0.5648,(4:1.4354,6:1.0534):0.7669):0.6954,(3:0.7222,8:0.6831):0.7454);
(3:1.4490,(6:0.5380,(4:1.4215,(1:0.6221,2:0.8177):0.5161):1.6717):2.2464,(8:0.6159,(5:0.5179,7:1.0232):0.8295):0.7310);
(7:1.3839,((1:0.7118,(2:0.6348,5:1.1011):0.5885):1.9849,(3:0.7903,4:1.0465):0.8354):0.6979,(6:1.3525,8:1.1830):0.6894);
(6:1.2849,(4:1.2579,(3:1.0993,5:0.7508):0.9408):0.7286,((1:0.7402,2:0.8555):1.1793,(7:0.7573,8:0.7632):1.4035):1.2385);
(5:1.1102,((1:0.7396,(2:0.7043,4:0.5540):0.6741):0.7828,(6:0.9949,7:1.0617):2.1824):1.3488,(3:0.6676,8:1.1350):1.0447);
(5:0.8688,(7:0.5701,(6:0.7652,(1:1.1647,4:1.1333):1.3285):0.6585):0.8589,(2:0.6387,(3:1.1912,8:0.6040):1.2313):1.9868);
(8:0.8368,((1:1.9092,5:1.3570):0.9452,(3:0.6378,(4:0.8365,7:1.0422):0.7213):1.4264):1.0704,(2:0.6844,6:0.6486):0.8840);
(3:0.5682,(1:0.5989,(6:1.1989,(4:1.8162,7:0.7454):1.8688):0.9266):0.8057,(8:0.7869,(2:1.0249,5:0.8460):0.5867):1.2266);
(7:1.0922,((2:2.1481,3:1.1688):1.7861,(8:1.0480,(1:0.5058,5:0.7520):0.5697):0.7289):0.7080,(4:0.6836,6:0.4747):1.3341);
(2:0.6351,((5:0.6463,(1:0.6544,6:0.8182):1.4021):0.7403,(4:1.1523,7:0.9175):0.8953):0.7267,(3:1.6621,8:1.0584):1.6913);
(8:0.7978,((4:0.7107,(1:0.7797,2:0.5378):0.7772):2.1860,(6:0.5827,7:0.8028):0.6630):0.7275,(3:2.2382,5:1.3186):0.8779);
(((6:0.8583,7:0.8060):0.8705,(1:1.0986,8:1.1216):0.8844):0.9854,(4:0.7426,5:1.2100):0.8238,(2:1.5853,3:0.8565):1.1568);
(4:1.4527,((1:0.5807,(3:1.1283,6:0.6480):0.5906):1.3790,(2:1.0696,5:0.7327):0.7195):1.2282,(7:0.7326,8:1.8429):0.8953);
(7:0.7291,(4:0.8448,(1:1.7511,(2:0.8506,5:1.0758):0.7282):0.9288):0.7769,(3:0.8010,(6:1.2439,8:0.6750):1.3889):1.2061);
(8:1.5982,((2:0.6947,(1:0.6992,7:0.8179):0.9439):1.2019,(3:0.8655,5:1.0208):1.0020):1.0568,(4:0.8670,6:1.0826):1.1496);
(5:0.8919,((3:0.7629,6:0.5202):1.1312,(1:1.1082,(2:0.8504,8:1.2619):1.0042):1.8097):0.7556,(4:0.7272,7:0.9844):1.1923);
(8:1.2299,(4:1.3667,(1:1.1151,(5:0.4828,7:1.8550):1.1533):1.7627):0.6949,(3:0.8600,(2:0.8206,6:0.6060):0.5632):0.4897);
(5:1.7492,((7:0.5572,(1:0.7403,3:0.5274):0.9260):0.6635,(2:1.4167,6:1.6683):1.1587):0.5844,(4:0.6465,8:0.9702):1.3915);
((4:1.0744,6:0.6510):0.9668,(2:1.1264,7:0.6168):0.9800,(1:0.6608,(5:0.9585,(3:0.8340,8:0.9042):1.0761):1.8527):1.2982);
(2:0.8228,((1:1.1105,(6:0.6892,7:1.1208):0.6266):1.2677,(3:0.8320,5:1.1919):0.8993):1.5471,(4:0.6797,8:0.7463):1.4662);
(8:0.9927,((1:0.6040,2:1.3857):0.6380,(6:0.7154,(3:1.1817,4:1.3224):1.2634):1.3506):0.5370,(5:1.3707,7:0.9399):0.6985);
(3:1.5270,(4:1.2290,(5:0.7807,(1:0.9037,8:1.0601):0.6393):1.2223):1.7008,(2:0.8899,(6:0.7135,7:0.6745):1.0009):0.6584);
((3:0.7071,(4:0.9039,(1:0.9258,5:1.0457):0.8857):0.6165):0.7458,(2:1.1553,6:0.9264):0.8183,(7:0.5727,8:1.9840):1.7128);
(7:0.6664,((3:0.7880,(1:1.3857,8:0.8568):0.7732):0.9217,(2:0.7289,6:1.4267):1.2271):0.8538,(4:1.7371,5:0.7328):0.9016);
(8:0.8113,(6:0.9535,(1:1.4782,(5:0.8706,7:0.7611):1.0374):0.9582):1.1826,(4:0.9591,(2:1.3751,3:0.8305):1.0366):0.7459);
(8:1.4593,(5:0.6756,(2:1.6283,(1:0.7623,6:1.1128):0.7475):0.7582):0.8601,(7:1.1426,(3:0.9170,4:0.6760):1.1303):1.1299);
(4:1.0591,(6:0.7934,(3:0.9797,7:0.9299):0.8939):0.8599,(1:0.8824,(5:1.4116,(2:1.4341,8:0.9755):0.6983):0.9509):1.1312);
(8:0.5782,((1:0.9723,(3:1.8137,5:0.6440):0.5887):0.8683,(6:0.6237,7:2.1533):0.5734):1.3738,(2:0.9499,4:0.5993):1.2615);
